SampleType_GrowthCondtion,SampleType,Bacteroidota,Myxococcota,Planctomycetota,Chloroflexi,Acidobacteriota,Firmicutes,Gemmatimonadota,Crenarchaeota,Nitrososphaeraceae
Rhizosphere_Low N,Rhizosphere,0.025541166,0.019356414,0.014386524,0.022001209,0.041276245,0.013264666,0.008556349,0.024454184,0.024454184
Rhizosphere_Full N,Rhizosphere,0.050837133,0.014178195,0.010670492,0.021635749,0.034467851,0.012684719,0.007624587,0.025074674,0.025074674
Rhizosphere_Low N,Rhizosphere,0.100649409,0.06015512,0.034065679,0.044137167,0.119292377,0.029518033,0.027381115,0.041351437,0.041351437
Rhizosphere_Full N,Rhizosphere,0.078355143,0.040720627,0.022524599,0.033366065,0.091360895,0.038917056,0.026953368,0.039057334,0.039057334
Rhizosphere_Low N,Rhizosphere,0.02117111,0.018005257,0.011485818,0.022971635,0.046139536,0.010060757,0.009966891,0.035831314,0.035831314
Root_Full N,Root,0.327635717,0.021468618,0.018414695,0.017457496,0.041113998,0.003965541,0.016819363,0.00587994,0.00587994
Root_Low N,Root,0.253034951,0.094201126,0.012271555,0.007829704,0.01488773,0.002616175,0.006738063,0.003161996,0.003161996
Root_Full N,Root,0.164047551,0.054614664,0.012783455,0.015368644,0.017159956,0.009730082,0.005516427,0.000346049,0.000346049
Root_Low N,Root,0.160199973,0.037450781,0.027916648,0.027053931,0.063022608,0.089921692,0.014201655,0.00276512,0.00276512
Root_Full N,Root,0.243696759,0.022453422,0.005433385,0.006616046,0.014860395,0.006890287,0.007061687,0.004045044,0.004045044
Root_Low N,Root,0.286677909,0.047217538,0.018549747,0.011804384,0.02529511,0.003372681,0.011804384,0.001686341,0.001686341
Root_Full N,Root,0.141309613,0.058655159,0.014795896,0.031397243,0.049099476,0.059447796,0.009643754,0.002421947,0.002421947
Root_Low N,Root,0.22815534,0.058252427,0.004854369,0.009708738,0.029126214,0,0,0,0
Root_Full N,Root,0.26851926,0.049571554,0.008749099,0.006006246,0.010510931,0.003283415,0.006026267,0.000880916,0.000880916
Root_Low N,Root,0.156272581,0.040325718,0.016174754,0.014062587,0.018731588,0.01892613,0.004029793,0.00050025,0.00050025
Root_Full N,Root,0.259271072,0.029110731,0.011336948,0.011018006,0.032996028,0.026240251,0.005509003,0.001652701,0.001652701
Root_Low N,Root,0.112481107,0.03643306,0.03166017,0.033012489,0.061808925,0.027921406,0.017818789,0.007238883,0.007238883
Root_Full N,Root,0.167412815,0.018963657,0.010491999,0.00596919,0.011318502,0.007140069,0.003673348,0.001239755,0.001239755
Root_Low N,Root,0.099167032,0.005880676,0.0017362,0.002642485,0.003365478,0.11432441,0.001059031,0.000173111,0.000173111
Root_Full N,Root,0.183332398,0.017629555,0.024628975,0.008403047,0.023842943,0.004360601,0.005839088,0.001272622,0.001272622
Root_Low N,Root,0.184097488,0.033406481,0.019376226,0.019633019,0.04524232,0.003758521,0.009664768,0.013866841,0.013866841
Root_Full N,Root,0.033613445,0.016806723,0.008403361,0.033613445,0.016806723,0.008403361,0.008403361,0.008403361,0.008403361
Root_Low N,Root,0.098932442,0.039931546,0.02334773,0.025955505,0.047551137,0.009860647,0.018987858,0.008190042,0.008190042
Root_Full N,Root,0.156485596,0.045765073,0.011717627,0.013663196,0.027901218,0.025867215,0.011297561,0.002520395,0.002520395
Root_Low N,Root,0.051754233,0.014662245,0.016175016,0.006662012,0.014458602,0.007505673,0.003665561,0.001396404,0.001396404
Root_Full N,Root,0.165257259,0.055719703,0.005547065,0.008105507,0.020829796,0.006645158,0.00815079,0.001177336,0.001177336
Root_Low N,Root,0.187623622,0.04243623,0.014333787,0.036990418,0.047933417,0.012304452,0.019779599,0.00174677,0.00174677
Root_Full N,Root,0.127898454,0.043543443,0.017923774,0.016024787,0.039645522,0.025819563,0.012559968,0.007496002,0.007496002
Root_Low N,Root,0.06884058,0.003623188,0.007246377,0.007246377,0.047101449,0.032608696,0.003623188,0,0
Root_Full N,Root,0.277426975,0.024939808,0.008676691,0.01008495,0.016263117,0.002407668,0.007404715,0.002952801,0.002952801
Root_Low N,Root,0.156679494,0.043430456,0.016950706,0.017408833,0.041597948,0.017317207,0.01786696,0.004581272,0.004581272
Root_Full N,Root,0.175789345,0.025746678,0.012922102,0.013092771,0.03793734,0.015677191,0.011069121,0.014092405,0.014092405
Root_Full N,Root,0.214964435,0.030243796,0.01275995,0.014171689,0.030108052,0.004778194,0.010859532,0.00602704,0.00602704
Root_Low N,Root,0.178571429,0,0.035714286,0.035714286,0.089285714,0,0.017857143,0,0
Root_Full N,Root,0.153065612,0.022572878,0.005675467,0.007223321,0.019477169,0.00786826,0.007997248,0.004170608,0.004170608
Root_Low N,Root,0.362676928,0.024517555,0.00962033,0.017068943,0.023507896,0.004248185,0.006819957,0.001809765,0.001809765
Root_Full N,Root,0.623004891,0.029533306,0.003961785,0.014975168,0.003791182,0.000720325,0.00134587,0.000189559,0.000189559
Root_Low N,Root,0.089327953,0.041834794,0.031352906,0.031213766,0.077361903,0.017299754,0.02453504,0.01252261,0.01252261
Root_Full N,Root,0.325161343,0.045257134,0.012420343,0.011649146,0.018995819,0.008158461,0.007062548,0.003571863,0.003571863
Root_Low N,Root,0.227894815,0.01675465,0.008673344,0.006739356,0.012580788,0.001588633,0.002752973,0.001341951,0.001341951
Root_Full N,Root,0.208733711,0.02316704,0.008885086,0.010431749,0.017934711,0.026556535,0.008654732,0.000559431,0.000559431
Root_Low N,Root,0.27180742,0.024634614,0.017889029,0.016632498,0.028470339,0.010052245,0.007539184,0.001719463,0.001719463
Root_Full N,Root,0.307692308,0.010989011,0.021978022,0.043956044,0.054945055,0,0,0,0
Root_Low N,Root,0.18958315,0.057228916,0.020402779,0.030340339,0.057602673,0.016115557,0.022491426,0.009673731,0.009673731
Root_Full N,Root,0.125458792,0.058010391,0.008627675,0.014586015,0.018828352,0.016921684,0.006911674,0.004528338,0.004528338
Root_Low N,Root,0.126195545,0.026024645,0.026354451,0.027223938,0.124246694,0.009324499,0.032890595,0.004227506,0.004227506
Root_Full N,Root,0.203029563,0.03982409,0.017835329,0.010383582,0.028829709,0.018812607,0.007451747,0.012093819,0.012093819
Root_Low N,Root,0.158064516,0.038709677,0.029032258,0.025806452,0.04516129,0.009677419,0.009677419,0,0
Root_Full N,Root,0.197385773,0.081103095,0.012877201,0.013459002,0.014118377,0.000775735,0.006167093,0.00011636,0.00011636
Root_Low N,Root,0.051017063,0.003157295,0.001501009,0.001552768,0.011490485,0.056641535,0.000724625,0.000431325,0.000396819
Root_Full N,Root,0.19229956,0.017876708,0.004594122,0.005382235,0.01322492,0.004209676,0.005882014,0.000788113,0.000788113
Root_Low N,Root,0.174984901,0.075967715,0.033470598,0.048986987,0.049997255,0.001284797,0.021819579,0.00216329,0.00216329
Root_Full N,Root,0.256748815,0.002037378,0.00113623,0.001841476,0.002507542,0.000489754,0.000959919,0.000744427,0.000744427
Root_Low N,Root,0.205178407,0.033670303,0.011467615,0.017940624,0.024493547,0.009962574,0.010615202,0.004461848,0.004461848
Root_Full N,Root,0.157523307,0.03637786,0.012370428,0.030135602,0.025409088,0.004139774,0.008181759,0.004009388,0.004009388
Root_Low N,Root,0.122008644,0.038671859,0.023261113,0.005371667,0.025822666,0.000911388,0.004667412,0.000283083,0.000283083
Root_Full N,Root,0.197373631,0.041078263,0.026494655,0.018180018,0.034479345,0.007918701,0.013923717,0.000923848,0.000923848
Root_Low N,Root,0.143113599,0.034055809,0.01956229,0.027799044,0.048575728,0.040629372,0.019192693,0.002402387,0.002402387
Root_Full N,Root,0.277135925,0.036075328,0.014210618,0.012362082,0.014643868,0.003523771,0.00540119,0.00239732,0.00239732
Root_Low N,Root,0.090909091,0.168831169,0.025974026,0.051948052,0.012987013,0,0,0,0
Root_Full N,Root,0.165981923,0.027071839,0.006412138,0.007585984,0.008715812,0.000660289,0.004343233,0.000293462,0.000293462
Root_Low N,Root,0.248971854,0.052041768,0.016786681,0.011175832,0.016878411,0.001589995,0.004693544,0.000305768,0.000305768
Root_Full N,Root,0.190095834,0.01877366,0.017223966,0.008704502,0.032466481,0.001626794,0.00498061,0.003523434,0.003523434
Root_Low N,Root,0.190739167,0.021329875,0.007601842,0.010150695,0.017461879,0.007311184,0.005008273,0.000916693,0.000916693
Root_Full N,Root,0.2058774,0.064499832,0.012798922,0.018019535,0.03937914,0.010328955,0.015465364,0.006708207,0.006708207
Root_Low N,Root,0.150301904,0.039479796,0.025638644,0.030469113,0.047561542,0.032419879,0.01430562,0.003437065,0.003437065
Root_Full N,Root,0.179698858,0.037919695,0.012011076,0.009726549,0.008116996,0.003530633,0.003409484,0.000674974,0.000674974
Root_Low N,Root,0.285714286,0,0,0,0,0,0,0,0
Root_Full N,Root,0.208254766,0.018279908,0.007804316,0.006102032,0.023517704,0.009087576,0.004504505,0.002121307,0.002121307
Root_Low N,Root,0.148992868,0.078794054,0.040285289,0.021422787,0.027274865,0.003801238,0.007902918,0.000653134,0.000653134
Root_Full N,Root,0.198126006,0.041107991,0.015458876,0.015301133,0.040035335,0.042748525,0.010190239,0.009780105,0.009780105
Root_Low N,Root,0.198917499,0.028775942,0.010248527,0.009479887,0.014251858,0.009543941,0.003426851,0.002161799,0.002161799
Root_Full N,Root,0.270373152,0.008286506,0.007716809,0.002226998,0.002123417,0.033482663,0.000854546,2.59E-05,2.59E-05
Root_Low N,Root,0.119268906,0.030043222,0.021949773,0.015763157,0.014322438,0.019831069,0.005494505,0.000141247,0.000141247
Root_Full N,Root,0.249597635,0.019543439,0.005321071,0.006142224,0.007291838,0.067465922,0.004138611,0.00160946,0.00160946
Root_Low N,Root,0.202147273,0.030257022,0.018978419,0.026190218,0.048964321,0.02808806,0.013122221,0.007916712,0.007916712
Root_Full N,Root,0.253172962,0.023618007,0.005372531,0.011077072,0.013431327,0.011031798,0.003048458,0.001011122,0.001011122
Root_Low N,Root,0.160617083,0.006346313,0.018655604,0.006584832,0.006337794,0.003041119,0.001397041,0.000434446,0.000434446
Root_Full N,Root,0.128319682,0.034686026,0.015884835,0.02283445,0.053487218,0.042566394,0.022958551,0.007135766,0.007135766
Root_Low N,Root,0.151787697,0.02859205,0.025649567,0.018376638,0.065012214,0.025038863,0.010992672,0.013768599,0.013768599
Root_Full N,Root,0.293544005,0.040347645,0.033554799,0.026017531,0.035155305,0.012208512,0.009956637,0.004689855,0.004689855
Root_Low N,Root,0.151350599,0.009607352,0.005778335,0.004362759,0.010048269,0.052724404,0.002042142,0.003643368,0.003643368
Root_Full N,Root,0.121773697,0.021639326,0.012289346,0.063490286,0.029729578,0.006578579,0.010861654,0.007418398,0.007418398
Root_Low N,Root,0.193639881,0.026415538,0.012743765,0.017292309,0.013031317,0.001620746,0.00222199,0.000156846,0.000156846
Root_Full N,Root,0.174325708,0.031239331,0.018589962,0.015773301,0.024564698,0.007937863,0.004899283,0.001553431,0.001553431
Root_Low N,Root,0.352362205,0.01476378,0.008858268,0.008858268,0.022637795,0.007874016,0.00984252,0.001968504,0.001968504
Root_Full N,Root,0.238569677,0.021960825,0.009467672,0.006676925,0.01288438,0.006963825,0.002373438,7.82E-05,7.82E-05
Root_Low N,Root,0.094159714,0.023837902,0.012845981,0.005959476,0.016421666,0.012978413,0.002648656,0.000529731,0.000397298
Root_Full N,Root,0.148413964,0.045100124,0.007686514,0.009990253,0.022483608,0.002259436,0.008639022,0.001018962,0.001018962
Root_Low N,Root,0.029437259,0.004756039,0.003045234,0.00354707,0.002383722,0.069823673,0.001163348,0.00014827,0.00014827
Root_Full N,Root,0.118621761,0.023970312,0.011564435,0.013312046,0.017540832,0.0172172,0.003948305,0.000302056,0.000302056
Root_Low N,Root,0.246696904,0.02528101,0.010320121,0.01083284,0.009452442,0.006376126,0.002353251,0.00015776,0.00015776
Root_Full N,Root,0.092477206,0.071786884,0.014081036,0.014741085,0.018780582,0.002781005,0.004910761,0.000360827,0.000360827
Root_Low N,Root,0.164863746,0.029354759,0.013285844,0.008647395,0.016913775,0.000414147,0.002667108,0.000149093,0.000149093
Root_Full N,Root,0.147867754,0.065048894,0.030530395,0.020518829,0.035569976,0.005925826,0.007292746,0.003079326,0.003079326
Root_Low N,Root,0.220508518,0.025361384,0.010518844,0.011422303,0.022328343,0.028329892,0.011615901,0.007356737,0.007356737
Root_Full N,Root,0.228006792,0.02720474,0.004841215,0.006358611,0.011091441,0.004534123,0.005057986,0.000523863,0.000523863
Root_Low N,Root,0.136779692,0.031684269,0.014118955,0.014007782,0.039206967,0.024161571,0.015786548,0.006855661,0.006855661
Root_Full N,Root,0.158703242,0.053715711,0.013266833,0.031321696,0.067281796,0.006982544,0.014912718,0.005735661,0.005735661
Root_Low N,Root,0.092367591,0.058445772,0.021324204,0.023114274,0.06057148,0.026202144,0.01646864,0.01300038,0.01300038
Root_Full N,Root,0.087138871,0.097481912,0.063244607,0.048924758,0.029943021,0.040787341,0.032633215,0.000785336,0.000785336
Root_Low N,Root,0.101912058,0.023176463,0.01718921,0.015772871,0.077190498,0.016996073,0.011201957,0.012425159,0.012425159
Root_Full N,Root,0.239726027,0.029680365,0.01826484,0.006849315,0.011415525,0,0.002283105,0,0
Root_Low N,Root,0.177310166,0.030999662,0.014611305,0.011311068,0.026289067,0.015993456,0.008095453,0.003836173,0.003836173
Root_Full N,Root,0.241334127,0.012418106,0.007742704,0.006164384,0.022275164,0.024895771,0.005181656,0.001816557,0.001816557
Root_Low N,Root,0.17309382,0.048325686,0.016108562,0.01493703,0.036317485,0.049106707,0.016499073,0.003807478,0.003807478
Root_Full N,Root,0.182150984,0.05138353,0.025691765,0.020184031,0.040434023,0.024405528,0.01121335,0.00300122,0.00300122
Root_Low N,Root,0.216676709,0.053368593,0.01481779,0.022505635,0.032224231,0.002945705,0.007442369,0.001774118,0.001774118
Root_Full N,Root,0.178832117,0.022405375,0.016604631,0.008870305,0.020399285,0.011819017,0.007444289,0.002682844,0.002682844
Root_Low N,Root,0.128545564,0.057246314,0.015777222,0.019053367,0.048711096,0.059574101,0.013018364,0.010604362,0.010604362
Root_Full N,Root,0.12545448,0.029590698,0.011627488,0.019511142,0.056769502,0.018467187,0.016523273,0.014723352,0.014723352
Root_Low N,Root,0.088840246,0.036796618,0.024078198,0.016643394,0.058119787,0.032984866,0.019096501,0.005661018,0.005661018
Root_Full N,Root,0.123833662,0.017647611,0.007152915,0.007903877,0.014887825,0.006045245,0.005632216,0.002384305,0.002384305
Root_Low N,Root,0.146017699,0.066371681,0.013274336,0.030973451,0.07079646,0.128318584,0.026548673,0.008849558,0.008849558
Root_Full N,Root,0.318395692,0.014143991,0.004237528,0.005484694,0.012344104,0.002749433,0.003769841,0.003061224,0.003061224
Root_Low N,Root,0.198916162,0.018170226,0.018170226,0.024545744,0.060248645,0.003187759,0.004144087,0.005737966,0.005100414
Root_Full N,Root,0.278990184,0.005553388,0.002801709,0.002761685,0.002991825,0.000810494,0.00313191,0.000240146,0.000240146
Root_Low N,Root,0.298187135,0.015438596,0.010409357,0.01005848,0.017719298,0.004795322,0.003333333,0.003450292,0.003450292
Root_Low N,Root,0.355147885,0.008760764,0.004118308,0.004492699,0.01295395,0.004043429,0.004193186,0.001123175,0.001123175
Root_Full N,Root,0.166647042,0.035899323,0.01510156,0.003414778,0.008890197,0.000632911,0.001913453,0.000117751,0.000117751
Root_Low N,Root,0.288732394,0.013776649,0.003309474,0.002770723,0.005810821,0.004233049,0.001808666,0.000230894,0.000230894
Root_Full N,Root,0.191210142,0.094199001,0.011525163,0.011648098,0.010480215,0.001690357,0.003810987,0.000860546,0.000860546
Root_Low N,Root,0.151591496,0.028634632,0.019356028,0.011367826,0.038896399,0.015730613,0.011552169,0.002826595,0.002826595
Root_Full N,Root,0.186816206,0.043837738,0.010366189,0.009841635,0.00974172,0.001698556,0.002722686,0.000699406,0.000699406
Root_Low N,Root,0.225894746,0.024767344,0.018937993,0.0214384,0.024441847,0.002574383,0.003743213,0.000147953,0.000147953
Root_Full N,Root,0.401393121,0.006563745,0.002796289,0.002411172,0.003650246,0.001473494,0.00110512,0.000535816,0.000535816
Root_Low N,Root,0.158285818,0.007703506,0.001880383,0.003275506,0.00785515,0.002153342,0.001455781,0.000151644,0.000151644
Root_Full N,Root,0.406486858,0.037725596,0.007922661,0.009409948,0.016817779,0.00634957,0.006578383,0.001458685,0.001458685
Root_Low N,Root,0.24259052,0.012075389,0.002275605,0.006404727,0.004587914,0.001743407,0.001963627,0.000513846,0.000513846
Root_Full N,Root,0.400777836,0.004754629,0.00049149,0.000801342,0.000598335,0.000918872,0.000160268,0.000149584,0.000149584
Root_Low N,Root,0.165025716,0.025716385,0.017340191,0.01719324,0.028067597,0.02277737,0.014695077,0.004114622,0.004114622
Root_Full N,Root,0.096645688,0.014997322,0.011281468,0.01265399,0.018980986,0.003046331,0.00488752,0.002745046,0.002745046
Root_Low N,Root,0.127624115,0.031802823,0.017522132,0.015519166,0.04461569,0.01856184,0.011452074,0.006513463,0.006498173
Root_Full N,Root,0.151193391,0.031785624,0.017529005,0.013615872,0.029886267,0.018078217,0.011441909,0.000572095,0.000572095
Root_Low N,Root,0.268138801,0.031545741,0.009463722,0.015772871,0.041009464,0.028391167,0.009463722,0.003154574,0.003154574
Root_Full N,Root,0.213561295,0.014707234,0.006556975,0.00854858,0.014002512,0.00870178,0.00416705,0.001838404,0.001838404
Root_Low N,Root,0.183868356,0.014788531,0.012311869,0.008406363,0.016312631,0.006024957,0.007144218,0.002429034,0.002429034
Root_Full N,Root,0.25022686,0.03569268,0.018602541,0.016611212,0.025131075,0.007562008,0.008368623,0.002621496,0.002621496
Root_Low N,Root,0.280285641,0.026762943,0.011699821,0.032214359,0.032150599,0.00168962,0.00675848,0.002183754,0.002183754
Root_Full N,Root,0.205904633,0.027434842,0.009725037,0.003623856,0.018467334,0.003275802,0.003603382,0.002190693,0.002190693
Root_Low N,Root,0.194980478,0.081269984,0.013978823,0.043012999,0.00827482,0.005495123,0.003695551,0.000883719,0.000883719
Root_Full N,Root,0.162115403,0.020620967,0.016786683,0.009281773,0.017581595,0.004746096,0.004208361,0.001543066,0.001543066
Root_Low N,Root,0.148316398,0.023670054,0.022195657,0.024467025,0.069774856,0.024267782,0.010400478,0.008766687,0.008766687
Root_Full N,Root,0.211974751,0.048252912,0.022053192,0.036737712,0.025090458,0.001294139,0.014341177,0.000871563,0.000871563
Root_Low N,Root,0.07058987,0.01792538,0.011394428,0.010838602,0.019245467,0.126311401,0.010838602,0.002292781,0.002292781
Root_Full N,Root,0.141621957,0.034496519,0.01024254,0.01427748,0.01489824,0.0019953,0.00855762,0.0026604,0.0026604
Root_Low N,Root,0.080449284,0.010177319,0.001967045,0.003021837,0.007469069,0.008124751,0.003335424,0.001339871,0.001339871
Root_Full N,Root,0.241946338,0.0252509,0.013488603,0.023231998,0.030400562,0.008836352,0.006349299,0.002311496,0.002311496
Root_Low N,Root,0.296124207,0.015979148,0.01087942,0.010936083,0.024648685,0.009009519,0.00855621,0.0024932,0.0024932
Root_Full N,Root,0.263303989,0.055024189,0.016337537,0.028122769,0.027646919,0.000999286,0.003235784,0.000729638,0.000729638
Root_Low N,Root,0.357142857,0.142857143,0,0.035714286,0.035714286,0,0,0,0
Root_Full N,Root,0.156492255,0.021670472,0.00922875,0.011006139,0.020043478,0.016023844,0.007410344,0.001203156,0.001203156
Root_Low N,Root,0.313053233,0.022611348,0.009956004,0.021682354,0.027116089,0.005013058,0.008115546,0.000508317,0.000508317
Root_Full N,Root,0.270235135,0.027074384,0.004465295,0.006245761,0.005143568,0.010089306,0.002232648,0.000565227,0.000565227
Root_Low N,Root,0.254667604,0.028877952,0.036741921,0.008749316,0.012551103,0.000885347,0.001197823,0.000130198,0.000130198
Root_Full N,Root,0.101185175,0.022127834,0.006439679,0.006576694,0.016784271,0.009865041,0.007878331,0.003082825,0.003082825
Root_Low N,Root,0.176479655,0.007305795,0.007274969,0.004839704,0.011128237,0.003051788,0.004161529,0.000616523,0.000616523
Root_Full N,Root,0.130325552,0.010781953,0.005233958,0.006594787,0.016329949,0.005705014,0.005286297,0.003559091,0.003559091
Root_Low N,Root,0.239195466,0.012359285,0.005234984,0.040423522,0.015468787,0.01161143,0.005746674,0.004290325,0.004290325
Root_Full N,Root,0.272569045,0.033135201,0.018636498,0.019441069,0.015106236,0.00188828,0.002955568,0.000558274,0.000558274
Root_Low N,Root,0.576174075,0.002148582,0.000410403,0.000595487,0.00081276,0.000635723,0.000490875,7.24E-05,7.24E-05
Root_Full N,Root,0.161454889,0.065721934,0.01284837,0.025318847,0.028027082,0.011305306,0.007778303,0.002361833,0.002361833
Root_Low N,Root,0.27686487,0.036603385,0.0102982,0.015559237,0.014148831,0.010007164,0.006895317,0.00042536,0.00042536
Root_Full N,Root,0.189264113,0.03452621,0.013020833,0.014028898,0.04905914,0.0234375,0.013020833,0.004032258,0.004032258
Root_Low N,Root,0.088549358,0.026810427,0.008437159,0.013705746,0.027619267,0.005632193,0.010047417,0.002263266,0.002263266
Root_Full N,Root,0.144843268,0.026563968,0.007920526,0.010857162,0.02054806,0.01923916,0.006242449,0.00216472,0.00216472
Root_Low N,Root,0.268980412,0.018582956,0.01145874,0.009598944,0.00881903,0.001139875,0.001499835,0.000449951,0.000449951
Root_Full N,Root,0.137047638,0.014651288,0.007679882,0.003627398,0.006206252,0.002182107,0.001331935,0.001275257,0.001275257
Root_Low N,Root,0.197761544,0.040905685,0.017186476,0.018825513,0.036667603,0.015594268,0.014915238,0.002856608,0.002856608
Root_Full N,Root,0.284947969,0.028673604,0.010502916,0.014997262,0.022874448,0.004075518,0.007748317,0.003640581,0.003640581
Root_Low N,Root,0.190023301,0.065908983,0.01364782,0.011460364,0.02420467,0.004279804,0.009272909,0.006277046,0.006277046
Root_Full N,Root,0.226751648,0.010763666,0.00424421,0.001837699,0.006854909,0.001648095,0.001823114,0.001020944,0.001020944
Root_Low N,Root,0.148062798,0.019808388,0.009472724,0.002922228,0.00692313,0.003383116,0.001441502,0.000715848,0.000715848
Root_Full N,Root,0.150051305,0.050311037,0.027223754,0.016593984,0.048355031,0.004216636,0.00610851,0.001362791,0.001362791
Root_Low N,Root,0.151463614,0.051316435,0.040196239,0.026753884,0.0516435,0.016058872,0.010629599,0.004186427,0.004186427
Root_Full N,Root,0.252511701,0.071420763,0.017648988,0.020222799,0.021792923,0.001997436,0.006429558,0.000665812,0.000665812
Root_Low N,Root,0.111413043,0.035614022,0.013496977,0.016286352,0.038673337,0.018967751,0.012507198,0.002915347,0.002915347
Root_Full N,Root,0.159161491,0.034782609,0.019254658,0.02515528,0.059006211,0.014906832,0.011956522,0.005900621,0.005900621
Root_Low N,Root,0.22976151,0.046757415,0.015438247,0.044765383,0.06106131,0.005948429,0.028317286,0.003167884,0.003167884
Root_Full N,Root,0.291533394,0.021992081,0.01128996,0.011955601,0.02353948,0.005411574,0.005523954,0.003354138,0.003354138
Root_Low N,Root,0.156499377,0.053341817,0.037090061,0.036692383,0.08223972,0.013070336,0.019512712,0.011267531,0.011267531
Root_Full N,Root,0.129149956,0.01081024,0.004417574,0.003935108,0.010749932,0.010538854,0.005518198,0.000693544,0.000693544
Root_Low N,Root,0.162062615,0.039287907,0.014119091,0.017802333,0.03806016,0.02946593,0.006752609,0.000613874,0.000613874
Root_Full N,Root,0.197405164,0.019719036,0.01641105,0.012716415,0.032413971,0.003265026,0.006164884,0.007367788,0.007367788
Root_Low N,Root,0.095434965,0.058139871,0.013530313,0.01436873,0.06311255,0.033016277,0.018300616,0.03405707,0.03405707
Root_Full N,Root,0.19874898,0.033342399,0.026543378,0.018003807,0.028175143,0.006962197,0.003481099,0.001631765,0.001631765
Root_Low N,Root,0.204673206,0.048275102,0.034387744,0.027003196,0.114625813,0.005180205,0.010691061,0.000881737,0.000881737
Root_Full N,Root,0.253679546,0.12021926,0.00915363,0.012078283,0.012054554,0.000350009,0.00296618,0.000177971,0.000177971
Root_Low N,Root,0.147543536,0.020087722,0.011678908,0.007085204,0.015571877,0.001686953,0.00589136,0.000674781,0.000674781
Root_Full N,Root,0.170765905,0.062803061,0.015715371,0.017117486,0.041362388,0.015773792,0.015072735,0.015481685,0.015481685
Root_Low N,Root,0.386124709,0.031377899,0.010893989,0.009329107,0.02427574,0.006761095,0.00642003,0.003591205,0.003591205
Root_Full N,Root,0.252906977,0.046511628,0.00872093,0.002906977,0.034883721,0.005813953,0.002906977,0,0
Root_Low N,Root,0.2504528,0.050278925,0.018365573,0.03035572,0.038542346,0.021517062,0.012750851,0.004201985,0.004201985
Root_Low N,Root,0.277110801,0.041204095,0.016937496,0.017409074,0.037804806,0.013754347,0.012398562,0.007054015,0.007054015
Root_Full N,Root,0.387323255,0.006492872,0.002444605,0.001818786,0.003148652,0.040893357,0.000723603,0.000508478,0.000508478
Root_Low N,Root,0.269590792,0.07457116,0.030141976,0.008696236,0.013122733,0.001351089,0.003523282,0.000679277,0.000679277
Root_Full N,Root,0.419090197,0.025195496,0.008618703,0.003979045,0.008987418,0.000844971,0.001182959,0.000322625,0.000322625
Root_Low N,Root,0.155137293,0.033357777,0.022618757,0.010005704,0.017338874,0.003112523,0.006730221,0.002183655,0.002183655
Root_Full N,Root,0.160677139,0.030600387,0.008507281,0.007230471,0.003988236,0.000918155,0.00281185,0.000172154,0.000172154
Root_Low N,Root,0.359970653,0.024651504,0.010124725,0.007953045,0.022362436,0.009948643,0.00651504,0.00701394,0.00701394
Root_Full N,Root,0.229410507,0.031291754,0.008390786,0.008684731,0.017877185,0.004008337,0.004115226,0.000988723,0.000988723
Root_Low N,Root,0.213338201,0.051965438,0.018133139,0.02470488,0.060240964,0.015577461,0.019350128,0.009857612,0.009857612
Root_Full N,Root,0.266067667,0.003595329,0.001422182,0.000571531,0.001282622,0.000259183,0.000438617,0.00018608,0.00018608
Root_Low N,Root,0.297901176,0.012252298,0.001886378,0.000934032,0.002765466,0.001538405,0.000750888,0.000183143,0.000183143
Root_Full N,Root,0.450043965,0.007900574,0.003320341,0.002585404,0.00419964,0.000314973,0.000734937,0.00040684,0.00040684
Root_Full N,Root,0.531588862,0.004250138,0.001700055,0.001746003,0.003101452,0.001700055,0.001010844,0.000459474,0.000459474
Root_Low N,Root,0.284255265,0.023693225,0.00910302,0.010625476,0.029243847,0.00513829,0.005899518,0.006438721,0.006438721
Root_Full N,Root,0.534693878,0.008571429,0.004923469,0.004030612,0.013239796,0.002295918,0.00255102,0.002372449,0.002372449
Root_Low N,Root,0.07908954,0.02506421,0.012399256,0.012842087,0.01824462,0.022850058,0.011956425,0.003099814,0.003099814
Root_Full N,Root,0.378681422,0.027796258,0.011699417,0.008356727,0.014766255,0.00387817,0.021159557,0.000941146,0.000941146
Root_Low N,Root,0.140017437,0.033449579,0.035512932,0.021040395,0.023888405,0.006974717,0.007090962,0.002470212,0.002470212
Root_Full N,Root,0.202021994,0.069173466,0.015040795,0.024334871,0.03714083,0.010216389,0.016424264,0.004611564,0.004611564
Root_Low N,Root,0.234899329,0.046979866,0.025167785,0.02852349,0.043624161,0.026845638,0.011744966,0.013422819,0.013422819
Root_Low N,Root,0.213869564,0.03185919,0.010128076,0.014774208,0.038668601,0.012512599,0.010128076,0.00117997,0.00117997
Root_Full N,Root,0.162340236,0.030070346,0.008520757,0.005317217,0.01088213,0.001288021,0.004508075,9.91E-05,9.91E-05
Root_Low N,Root,0.188743834,0.044844166,0.021021675,0.019123345,0.033127422,0.009024849,0.009958455,0.004279023,0.004279023
Root_Full N,Root,0.134762211,0.042544384,0.02856223,0.034725416,0.034219483,0.000919879,0.008462883,0.003219575,0.003219575
Root_Low N,Root,0.25560949,0.051426009,0.023178743,0.03368618,0.024855255,0.003392011,0.003547966,0.003080102,0.003080102
