id	SampleType	GrowthCondtion	Genotype	SorghumType	Variety	GrowthCondtion_Variety	Variety_GrowthCondtion	SampleType_GrowthCondtion	GrowthCondtion_SampleType	SampleType_Variety	Variety_SampleType	Variety_SampleType_GrowthCondtion	SampleType_Variety_GrowthCondtion	shannon_entropy
CC0612LE14R0718175918	Root	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.476022082
CC0613FS3R0718177137	Root	Full N	S3	ICSV700	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	4.521544736
CC0613LS3R0718177158	Root	Low N	S3	ICSV700	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	9.086639669
CC0614FS5R0718177138	Root	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	8.596980941
CC0614LS5R0718177159	Root	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	8.431026011
CC0615FE1R0718177139	Root	Full N	E1	PI329311	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.735425524
CC0615LE1R0718177160	Root	Low N	E1	PI329311	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	9.02045026
CC0616FE8R0718177140	Root	Full N	E8	M81e	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	7.339542766
CC0616LE8R0718177161	Root	Low N	E8	M81e	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	9.344278702
CC0617FS6R0718177141	Root	Full N	S6	ChineseAmber	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	8.43997996
CC0617LS6R0718177162	Root	Low N	S6	ChineseAmber	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	8.868563847
CC0618FE7R0718177142	Root	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	5.487135126
CC0620FE6R0718177144	Root	Full N	E6	PI585954	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	9.021092624
CC0620LE6R0718177165	Root	Low N	E6	PI585954	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	6.712014806
CC0621FE13R0718177145	Root	Full N	E13	PI297130	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	7.250463423
CC0621LE13R0718177166	Root	Low N	E13	PI297130	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	7.891776941
CC0622LS4R0718177167	Root	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	7.478523399
CC0623FE18R0718177147	Root	Full N	E18	PI510757	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	5.572318964
CC0623LE18R0718177168	Root	Low N	E18	PI510757	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	6.515674084
CC0624FE4R0718177148	Root	Full N	E4	PI329632	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	6.613005771
CC0624LE4R0718177169	Root	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	7.168312936
CC0701FG3R0718177194	Root	Full N	G3	Btx642	Grain	Full N_Grain	Grain_Full N	Root_Full N	Full N_Root	Root_Grain	Grain_Root	Grain_Root_Full N	Root_Grain_Full N	5.880950434
CC0701LG3R0718177170	Root	Low N	G3	Btx642	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	6.785482784
CC0702FG1R0718177195	Root	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Root_Full N	Full N_Root	Root_Grain	Grain_Root	Grain_Root_Full N	Root_Grain_Full N	6.491475289
CC0702LG1R0718177171	Root	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	9.552600183
CC0703FS10R0718177196	Root	Full N	S10	China17	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	7.458818852
CC0703LS10R0718177172	Root	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	7.035125686
CC0704FE10R0718177197	Root	Full N	E10	PI297155	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	7.874680372
CC0705FE17R0718177198	Root	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	6.74858973
CC0706LS2R0718177175	Root	Low N	S2	SanChiSan	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	9.611554194
CC0707FS5R0718177200	Root	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	8.577688366
CC0707LS5R0718177176	Root	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	9.61238159
CC0708FE3R0718177201	Root	Full N	E3	PI505735	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	9.413458335
CC0708LE3R0718177177	Root	Low N	E3	PI505735	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	7.342100367
CC0709LE6R0718177178	Root	Low N	E6	PI585954	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.940665807
CC0710FE5R0718177203	Root	Full N	E5	PI35038	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	9.097782882
CC0710LE5R0718177179	Root	Low N	E5	PI35038	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.256368863
CC0711FS3R0718177204	Root	Full N	S3	ICSV700	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	8.562878992
CC0711LS3R0718177180	Root	Low N	S3	ICSV700	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	7.768483013
CC0712FE13R0718177205	Root	Full N	E13	PI297130	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	9.85398677
CC0712LE13R0718177181	Root	Low N	E13	PI297130	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.805601627
CC0713FE18R0718177206	Root	Full N	E18	PI510757	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.39676799
CC0713LE18R0718177182	Root	Low N	E18	PI510757	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	7.039294016
CC0714FE4R0718177207	Root	Full N	E4	PI329632	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	7.96285438
CC0714LE4R0718177183	Root	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	4.268499412
CC0715FE11R0718177208	Root	Full N	E11	PI506069	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.535432485
CC0715LE11R0718177184	Root	Low N	E11	PI506069	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	5.106573986
CC0716FE1R0718177209	Root	Full N	E1	PI329311	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	7.484669366
CC0716LE1R0718177185	Root	Low N	E1	PI329311	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	6.137536843
CC0717FE15R0718177210	Root	Full N	E15	PI152730	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.184629381
CC0717LE15R0718177186	Root	Low N	E15	PI152730	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.389828908
CC0718FS8R0718177211	Root	Full N	S8	Rio	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	7.877966529
CC0718LS8R0718177187	Root	Low N	S8	Rio	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	5.823629117
CC0719FS4R0718177212	Root	Full N	S4	Atlas	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	8.643129907
CC0719LS4R0718177188	Root	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	8.102273462
CC0720FE9R0718177213	Root	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.777658939
CC0720LE9R0718177189	Root	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	9.416346879
CC0721FS6R0718177214	Root	Full N	S6	ChineseAmber	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	9.220352619
CC0722FE14R0718177215	Root	Full N	E14	Grassl	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.650639997
CC0722LE14R0718177191	Root	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	6.653837355
CC0723FE8R0718177216	Root	Full N	E8	M81e	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	9.497722831
CC0723LE8R0718177192	Root	Low N	E8	M81e	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	5.094043096
CC0724FE7R0718177217	Root	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	5.807825683
CC0724LE7R0718177193	Root	Low N	E7	NTJ2	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	7.01394642
CC0801FG3R0718177218	Root	Full N	G3	Btx642	Grain	Full N_Grain	Grain_Full N	Root_Full N	Full N_Root	Root_Grain	Grain_Root	Grain_Root_Full N	Root_Grain_Full N	7.097071839
CC0801LG3R0718177239	Root	Low N	G3	Btx642	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	8.595904745
CC0802FG1R0718175919	Root	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Root_Full N	Full N_Root	Root_Grain	Grain_Root	Grain_Root_Full N	Root_Grain_Full N	7.37768703
CC0802LG1R0718175922	Root	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	9.197102365
CC0803FS2R0718177219	Root	Full N	S2	SanChiSan	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	8.903538591
CC0803LS2R0718177240	Root	Low N	S2	SanChiSan	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	8.331536042
CC0804FE17R0718175920	Root	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	7.162259476
CC0805FE10R0718177220	Root	Full N	E10	PI297155	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	7.489607794
CC0805LE10R0718177241	Root	Low N	E10	PI297155	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	7.767788998
CC0806FS10R0718178587	Root	Full N	S10	China17	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	7.146355015
CC0806LS10R0718177242	Root	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	7.518096752
CC0807FE9R0718177222	Root	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	4.717862132
CC0807LE9R0718177243	Root	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	6.638699017
CC0808FE18R0718177223	Root	Full N	E18	PI510757	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	6.341085194
CC0809FS8R0718177224	Root	Full N	S8	Rio	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	9.637304075
CC0809LS8R0718177245	Root	Low N	S8	Rio	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	7.578127969
CC0810LE6R0718177246	Root	Low N	E6	PI585954	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.66589769
CC0811FE8R0718177226	Root	Full N	E8	M81e	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	2.178212838
CC0811LE8R0718177247	Root	Low N	E8	M81e	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	5.312263032
CC0812FS6R0718177227	Root	Full N	S6	ChineseAmber	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	8.12493269
CC0812LS6R0718177248	Root	Low N	S6	ChineseAmber	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	8.65064068
CC0813FS4R0718177228	Root	Full N	S4	Atlas	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	7.196362592
CC0813LS4R0718177249	Root	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	8.365583572
CC0814FE5R0718177229	Root	Full N	E5	PI35038	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.862685165
CC0814LE5R0718177250	Root	Low N	E5	PI35038	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	9.180997103
CC0815FE1R0718177230	Root	Full N	E1	PI329311	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	6.846211423
CC0815LE1R0718177251	Root	Low N	E1	PI329311	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.882779182
CC0816FE15R0718177231	Root	Full N	E15	PI152730	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	9.072064746
CC0816LE15R0718177252	Root	Low N	E15	PI152730	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.844855447
CC0817FE7R0718177232	Root	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	5.965262071
CC0817LE7R0718177253	Root	Low N	E7	NTJ2	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	7.416400818
CC0818FS3R0718177233	Root	Full N	S3	ICSV700	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	6.884890918
CC0818LS3R0718177254	Root	Low N	S3	ICSV700	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	9.295736094
CC0819FE11R0718177234	Root	Full N	E11	PI506069	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	5.810164055
CC0819LE11R0718177255	Root	Low N	E11	PI506069	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	9.631888462
CC0820FE4R0718177235	Root	Full N	E4	PI329632	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.310208484
CC0820LE4R0718177256	Root	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.339589678
CC0821FE14R0718175921	Root	Full N	E14	Grassl	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.044870139
CC0821LE14R0718175924	Root	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.35989299
CC0822FS5R0718177236	Root	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	9.81502059
CC0822LS5R0718177257	Root	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	9.554311955
CC0823FE13R0718177237	Root	Full N	E13	PI297130	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	7.714530985
CC0824FE3R0718177238	Root	Full N	E3	PI505735	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	7.034822564
CC0824LE3R0718177259	Root	Low N	E3	PI505735	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	5.072366051
CC0101FG1S0718175376	Soil Within Row	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Grain	Grain_Soil	Grain_Soil_Full N	Soil_Grain_Full N	11.38252705
CC0101LG1S0718175373	Soil Within Row	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Grain	Grain_Soil	Grain_Soil_Low N	Soil_Grain_Low N	11.29966191
CC0103FS10S0718177755	Soil Within Row	Full N	S10	China17	Sweet	Full N_Sweet	Sweet_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Full N	Soil_Sweet_Full N	11.09050306
CC0103LS10S0718177748	Soil Within Row	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Low N	Soil_Sweet_Low N	11.16152031
CC0104FE17S0718175377	Soil Within Row	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	11.1476685
CC0104LE17S0718175374	Soil Within Row	Low N	E17	PI655972	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	11.2660953
CC0105FS2S0718177756	Soil Within Row	Full N	S2	SanChiSan	Sweet	Full N_Sweet	Sweet_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Full N	Soil_Sweet_Full N	11.04755826
CC0109FS5S0718177757	Soil Within Row	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Full N	Soil_Sweet_Full N	10.88553863
CC0109LS5S0718177750	Soil Within Row	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Low N	Soil_Sweet_Low N	11.17751013
CC0112LE4S0718177751	Soil Within Row	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	11.0260657
CC0113FE14S0718175378	Soil Within Row	Full N	E14	Grassl	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	11.27825697
CC0113LE14S0718175375	Soil Within Row	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	11.30474939
CC0115FE6S0718177759	Soil Within Row	Full N	E6	PI585954	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	11.09550797
CC0115LE6S0718177752	Soil Within Row	Low N	E6	PI585954	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	11.26824376
CC0121FE11S0718177760	Soil Within Row	Full N	E11	PI506069	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	11.32031208
CC0121LE11S0718177753	Soil Within Row	Low N	E11	PI506069	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	11.29618342
CC0122FE9S0718177761	Soil Within Row	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	10.96362889
CC0122LE9S0718177754	Soil Within Row	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	11.23667324
CC0201FG1S0718175382	Soil Within Row	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Grain	Grain_Soil	Grain_Soil_Full N	Soil_Grain_Full N	11.30487139
