#SampleID	SampleType	Location	Rep	GrowthCondtion	SampleType_GrowthCondtion
CC0423FE3L0718177524	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0423LE3L0718177500	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0518FE3L0718177540	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0518LE3L0718177561	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0610FE3L0718177575	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0610LE3L0718177387	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0708FE3L0718177342	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0708LE3L0718177366	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0824FE3L0718177770	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0824LE3L0718177791	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0112FE4L0718177290	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0112LE4L0718177269	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0216FE4L0718177428	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0216LE4L0718177407	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0315FE4L0718177447	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0315LE4L0718177468	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0416FE4L0718177517	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0416LE4L0718177493	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0509FE4L0718177532	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0509LE4L0718177553	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0624FE4L0718177395	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0624LE4L0718177374	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0714FE4L0718177336	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0714LE4L0718177360	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0820FE4L0718177308	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0820LE4L0718177788	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0110FE5L0718177288	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0110LE5L0718177267	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0219FE5L0718177431	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0219LE5L0718177410	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0319FE5L0718177451	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0319LE5L0718177472	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0421FE5L0718177522	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0421LE5L0718177498	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0508FE5L0718177531	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0508LE5L0718177552	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0608FE5L0718177573	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0608LE5L0718177389	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0710FE5L0718177340	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0710LE5L0718177364	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0814FE5L0718177314	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0814LE5L0718177782	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0115FE6L0718177292	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0115LE6L0718177271	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0212FE6L0718177424	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0212LE6L0718177403	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0322FE6L0718177454	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0322LE6L0718177475	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0413FE6L0718177514	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0413LE6L0718177490	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0514FE6L0718177536	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0514LE6L0718177557	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0620FE6L0718177399	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0620LE6L0718177378	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0709LE6L0718177365	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0810FE6L0718177318	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0810LE6L0718177778	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0118FE7L0718177295	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0118LE7L0718177274	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0223FE7L0718177434	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0223LE7L0718177413	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0320FE7L0718177452	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0320LE7L0718177473	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0411FE7L0718177512	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0411LE7L0718177488	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0511FE7L0718177534	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0511LE7L0718177555	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0618FE7L0718177582	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0618LE7L0718177380	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0724FE7L0718177326	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0724LE7L0718177350	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0817FE7L0718177311	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0817LE7L0718177785	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0107FE8L0718177285	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0107LE8L0718177264	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0217FE8L0718177429	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0217LE8L0718177408	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0316FE8L0718177448	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0316LE8L0718177469	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0419FE8L0718177520	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0419LE8L0718177496	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0521FE8L0718177543	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0521LE8L0718177564	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0616FE8L0718177580	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0616LE8L0718177382	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0723FE8L0718177327	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0723LE8L0718177351	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0811FE8L0718177317	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0811LE8L0718177779	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0122FE9L0718177299	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0122LE9L0718177278	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0208FE9L0718177420	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0208LE9L0718177307	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0308FE9L0718177441	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0308LE9L0718177462	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0417FE9L0718177518	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0417LE9L0718177494	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0510FE9L0718177533	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0510LE9L0718177554	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0611FE9L0718177576	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0611LE9L0718177386	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0720FE9L0718177330	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0720LE9L0718177354	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0807FE9L0718177321	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0807LE9L0718177775	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0101FG1L0718176036	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0101LG1L0718176033	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0201FG1L0718176042	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0201LG1L0718176039	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0301FG1L0718176045	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0301LG1L0718176048	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0402FG1L0718177503	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0402LG1L0718177479	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0501FG1L0718176051	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0501LG1L0718176054	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0602FG1L0718176057	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0602LG1L0718176060	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0702FG1L0718177348	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0702LG1L0718177372	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0802FG1L0718176063	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0802LG1L0718176066	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0102FG3L0718177281	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0102LG3L0718177260	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0202FG3L0718177415	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0202LG3L0718177302	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0302FG3L0718177436	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0302LG3L0718177457	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0401FG3L0718177502	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0401LG3L0718177478	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0502FG3L0718177526	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0502LG3L0718177547	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0601FG3L0718177568	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0601LG3L0718177394	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0701FG3L0718177349	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0701LG3L0718177373	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0801FG3L0718177325	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0801LG3L0718177771	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0103FS10L0718177282	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0103LS10L0718177261	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0206FS10L0718177418	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0206LS10L0718177305	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0304FS10L0718177437	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0304LS10L0718177458	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0405FS10L0718177506	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0405LS10L0718177482	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0504FS10L0718177528	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0504LS10L0718177549	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0606FS10L0718177571	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0606LS10L0718177391	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0703FS10L0718177347	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0703LS10L0718177371	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0806FS10L0718177322	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0806LS10L0718177774	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0105FS2L0718177283	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0105LS2L0718177262	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0204FS2L0718177417	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0204LS2L0718177304	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0305FS2L0718177438	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0305LS2L0718177459	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0406FS2L0718177507	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0406LS2L0718177483	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0503FS2L0718177527	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0503LS2L0718177548	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0603FS2L0718177569	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0603LS2L0718177393	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0706FS2L0718177344	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0706LS2L0718177368	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0803FS2L0718177324	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0803LS2L0718177772	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0108FS3L0718177286	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0108LS3L0718177265	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0218FS3L0718177430	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0218LS3L0718177409	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0307FS3L0718177440	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0307LS3L0718177461	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0414FS3L0718177515	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0414LS3L0718177491	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0513FS3L0718177535	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0513LS3L0718177556	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0613FS3L0718177577	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0613LS3L0718177385	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0711FS3L0718177339	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0711LS3L0718177363	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0818FS3L0718177310	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0818LS3L0718177786	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0120FS4L0718177297	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0120LS4L0718177276	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0207FS4L0718177419	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0207LS4L0718177306	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0309FS4L0718177442	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0309LS4L0718177463	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0408FS4L0718177509	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0408LS4L0718177485	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0515FS4L0718177537	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0515LS4L0718177558	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0622FS4L0718177397	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0622LS4L0718177376	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0719FS4L0718177331	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0719LS4L0718177355	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0813FS4L0718177315	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0813LS4L0718177781	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0109FS5L0718177287	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0109LS5L0718177266	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0224FS5L0718177435	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0224LS5L0718177414	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0312FS5L0718177444	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0312LS5L0718177465	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0410FS5L0718177511	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0410LS5L0718177487	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0524FS5L0718177546	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0524LS5L0718177567	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0614FS5L0718177578	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0614LS5L0718177384	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0707FS5L0718177343	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0707LS5L0718177367	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0822FS5L0718177768	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0822LS5L0718177789	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0117FS6L0718177294	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0117LS6L0718177273	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0213FS6L0718177425	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0213LS6L0718177404	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0324FS6L0718177456	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0324LS6L0718177477	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0409FS6L0718177510	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0409LS6L0718177486	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0519FS6L0718177541	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0519LS6L0718177562	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0617FS6L0718177581	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0617LS6L0718177381	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0721FS6L0718177329	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0721LS6L0718177353	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0812FS6L0718177316	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0812LS6L0718177780	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0114FS8L0718177291	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0114LS8L0718177270	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0211FS8L0718177423	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0211LS8L0718177402	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0314FS8L0718177446	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0314LS8L0718177467	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0418FS8L0718177519	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0418LS8L0718177495	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0523FS8L0718177545	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0523LS8L0718177566	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0607FS8L0718177572	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0607LS8L0718177390	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0718FS8L0718177332	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0718LS8L0718177356	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0809FS8L0718177319	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0809LS8L0718177777	Leaf	CentralCity	8	Low N	5Leaf_Low N
