SampleID	Date	SampleType	Location	Rep	Plot	GrowthCondtion	Genotype	SorghumType	Plate	Variety	GrowthCondtion_Variety	Variety_GrowthCondtion
CC0605FE17R0718175914	71817	Root	CentralCity	6	5	Full N	E17	PI655972	84	Energy	Full N_Energy	Energy_Full N
CC0605LE17R0718175917	71817	Root	CentralCity	6	5	Low N	E17	PI655972	88	Energy	Low N_Energy	Energy_Low N
CC0606FS10R0718177131	71817	Root	CentralCity	6	6	Full N	S10	China17	88	Sweet	Full N_Sweet	Sweet_Full N
CC0606LS10R0718177152	71817	Root	CentralCity	6	6	Low N	S10	China17	80	Sweet	Low N_Sweet	Sweet_Low N
CC0607FS8R0718177132	71817	Root	CentralCity	6	7	Full N	S8	Rio	85	Sweet	Full N_Sweet	Sweet_Full N
CC0607LS8R0718177153	71817	Root	CentralCity	6	7	Low N	S8	Rio	79	Sweet	Low N_Sweet	Sweet_Low N
CC0608FE5R0718177133	71817	Root	CentralCity	6	8	Full N	E5	PI35038	88	Energy	Full N_Energy	Energy_Full N
CC0608LE5R0718177154	71817	Root	CentralCity	6	8	Low N	E5	PI35038	86	Energy	Low N_Energy	Energy_Low N
CC0609FE15R0718177134	71817	Root	CentralCity	6	9	Full N	E15	PI152730	82	Energy	Full N_Energy	Energy_Full N
CC0609LE15R0718177155	71817	Root	CentralCity	6	9	Low N	E15	PI152730	81	Energy	Low N_Energy	Energy_Low N
CC0610FE3R0718177135	71817	Root	CentralCity	6	10	Full N	E3	PI505735	85	Energy	Full N_Energy	Energy_Full N
CC0610LE3R0718177156	71817	Root	CentralCity	6	10	Low N	E3	PI505735	82	Energy	Low N_Energy	Energy_Low N
CC0611FE9R0718177136	71817	Root	CentralCity	6	11	Full N	E9	PI229841	81	Energy	Full N_Energy	Energy_Full N
CC0611LE9R0718177157	71817	Root	CentralCity	6	11	Low N	E9	PI229841	85	Energy	Low N_Energy	Energy_Low N
CC0612FE14R0718175915	71817	Root	CentralCity	6	12	Full N	E14	Grassl	84	Energy	Full N_Energy	Energy_Full N
CC0612LE14R0718175918	71817	Root	CentralCity	6	12	Low N	E14	Grassl	88	Energy	Low N_Energy	Energy_Low N
CC0613FS3R0718177137	71817	Root	CentralCity	6	13	Full N	S3	ICSV700	87	Sweet	Full N_Sweet	Sweet_Full N
CC0613LS3R0718177158	71817	Root	CentralCity	6	13	Low N	S3	ICSV700	83	Sweet	Low N_Sweet	Sweet_Low N
CC0614FS5R0718177138	71817	Root	CentralCity	6	14	Full N	S5	Leoti	85	Sweet	Full N_Sweet	Sweet_Full N
CC0614LS5R0718177159	71817	Root	CentralCity	6	14	Low N	S5	Leoti	84	Sweet	Low N_Sweet	Sweet_Low N
CC0615FE1R0718177139	71817	Root	CentralCity	6	15	Full N	E1	PI329311	81	Energy	Full N_Energy	Energy_Full N
CC0615LE1R0718177160	71817	Root	CentralCity	6	15	Low N	E1	PI329311	88	Energy	Low N_Energy	Energy_Low N
CC0616FE8R0718177140	71817	Root	CentralCity	6	16	Full N	E8	M81e	88	Energy	Full N_Energy	Energy_Full N
CC0616LE8R0718177161	71817	Root	CentralCity	6	16	Low N	E8	M81e	84	Energy	Low N_Energy	Energy_Low N
CC0617FS6R0718177141	71817	Root	CentralCity	6	17	Full N	S6	ChineseAmber	82	Sweet	Full N_Sweet	Sweet_Full N
CC0617LS6R0718177162	71817	Root	CentralCity	6	17	Low N	S6	ChineseAmber	79	Sweet	Low N_Sweet	Sweet_Low N
CC0618FE7R0718177142	71817	Root	CentralCity	6	18	Full N	E7	NTJ2	80	Energy	Full N_Energy	Energy_Full N
CC0620FE6R0718177144	71817	Root	CentralCity	6	20	Full N	E6	PI585954	79	Energy	Full N_Energy	Energy_Full N
CC0620LE6R0718177165	71817	Root	CentralCity	6	20	Low N	E6	PI585954	83	Energy	Low N_Energy	Energy_Low N
CC0621FE13R0718177145	71817	Root	CentralCity	6	21	Full N	E13	PI297130	80	Energy	Full N_Energy	Energy_Full N
CC0621LE13R0718177166	71817	Root	CentralCity	6	21	Low N	E13	PI297130	84	Energy	Low N_Energy	Energy_Low N
CC0622LS4R0718177167	71817	Root	CentralCity	6	22	Low N	S4	Atlas	84	Sweet	Low N_Sweet	Sweet_Low N
CC0623FE18R0718177147	71817	Root	CentralCity	6	23	Full N	E18	PI510757	79	Energy	Full N_Energy	Energy_Full N
CC0623LE18R0718177168	71817	Root	CentralCity	6	23	Low N	E18	PI510757	85	Energy	Low N_Energy	Energy_Low N
CC0624FE4R0718177148	71817	Root	CentralCity	6	24	Full N	E4	PI329632	86	Energy	Full N_Energy	Energy_Full N
CC0624LE4R0718177169	71817	Root	CentralCity	6	24	Low N	E4	PI329632	81	Energy	Low N_Energy	Energy_Low N
CC0701FG3R0718177194	71817	Root	CentralCity	7	1	Full N	G3	Btx642	81	Grain	Full N_Grain	Grain_Full N
CC0701LG3R0718177170	71817	Root	CentralCity	7	1	Low N	G3	Btx642	81	Grain	Low N_Grain	Grain_Low N
CC0702FG1R0718177195	71817	Root	CentralCity	7	2	Full N	G1	BTx623	88	Grain	Full N_Grain	Grain_Full N
CC0702LG1R0718177171	71817	Root	CentralCity	7	2	Low N	G1	BTx623	86	Grain	Low N_Grain	Grain_Low N
CC0703FS10R0718177196	71817	Root	CentralCity	7	3	Full N	S10	China17	86	Sweet	Full N_Sweet	Sweet_Full N
CC0703LS10R0718177172	71817	Root	CentralCity	7	3	Low N	S10	China17	86	Sweet	Low N_Sweet	Sweet_Low N
CC0704FE10R0718177197	71817	Root	CentralCity	7	4	Full N	E10	PI297155	85	Energy	Full N_Energy	Energy_Full N
CC0705FE17R0718177198	71817	Root	CentralCity	7	5	Full N	E17	PI655972	83	Energy	Full N_Energy	Energy_Full N
CC0706LS2R0718177175	71817	Root	CentralCity	7	6	Low N	S2	SanChiSan	87	Sweet	Low N_Sweet	Sweet_Low N
CC0707FS5R0718177200	71817	Root	CentralCity	7	7	Full N	S5	Leoti	82	Sweet	Full N_Sweet	Sweet_Full N
CC0707LS5R0718177176	71817	Root	CentralCity	7	7	Low N	S5	Leoti	82	Sweet	Low N_Sweet	Sweet_Low N
CC0708FE3R0718177201	71817	Root	CentralCity	7	8	Full N	E3	PI505735	86	Energy	Full N_Energy	Energy_Full N
CC0708LE3R0718177177	71817	Root	CentralCity	7	8	Low N	E3	PI505735	84	Energy	Low N_Energy	Energy_Low N
CC0709LE6R0718177178	71817	Root	CentralCity	7	9	Low N	E6	PI585954	86	Energy	Low N_Energy	Energy_Low N
CC0710FE5R0718177203	71817	Root	CentralCity	7	10	Full N	E5	PI35038	82	Energy	Full N_Energy	Energy_Full N
CC0710LE5R0718177179	71817	Root	CentralCity	7	10	Low N	E5	PI35038	81	Energy	Low N_Energy	Energy_Low N
CC0711FS3R0718177204	71817	Root	CentralCity	7	11	Full N	S3	ICSV700	87	Sweet	Full N_Sweet	Sweet_Full N
CC0711LS3R0718177180	71817	Root	CentralCity	7	11	Low N	S3	ICSV700	87	Sweet	Low N_Sweet	Sweet_Low N
CC0712FE13R0718177205	71817	Root	CentralCity	7	12	Full N	E13	PI297130	81	Energy	Full N_Energy	Energy_Full N
CC0712LE13R0718177181	71817	Root	CentralCity	7	12	Low N	E13	PI297130	84	Energy	Low N_Energy	Energy_Low N
CC0713FE18R0718177206	71817	Root	CentralCity	7	13	Full N	E18	PI510757	86	Energy	Full N_Energy	Energy_Full N
CC0713LE18R0718177182	71817	Root	CentralCity	7	13	Low N	E18	PI510757	87	Energy	Low N_Energy	Energy_Low N
CC0714FE4R0718177207	71817	Root	CentralCity	7	14	Full N	E4	PI329632	88	Energy	Full N_Energy	Energy_Full N
CC0714LE4R0718177183	71817	Root	CentralCity	7	14	Low N	E4	PI329632	82	Energy	Low N_Energy	Energy_Low N
CC0715FE11R0718177208	71817	Root	CentralCity	7	15	Full N	E11	PI506069	87	Energy	Full N_Energy	Energy_Full N
CC0715LE11R0718177184	71817	Root	CentralCity	7	15	Low N	E11	PI506069	83	Energy	Low N_Energy	Energy_Low N
CC0716FE1R0718177209	71817	Root	CentralCity	7	16	Full N	E1	PI329311	81	Energy	Full N_Energy	Energy_Full N
CC0716LE1R0718177185	71817	Root	CentralCity	7	16	Low N	E1	PI329311	88	Energy	Low N_Energy	Energy_Low N
CC0717FE15R0718177210	71817	Root	CentralCity	7	17	Full N	E15	PI152730	88	Energy	Full N_Energy	Energy_Full N
CC0717LE15R0718177186	71817	Root	CentralCity	7	17	Low N	E15	PI152730	85	Energy	Low N_Energy	Energy_Low N
CC0718FS8R0718177211	71817	Root	CentralCity	7	18	Full N	S8	Rio	80	Sweet	Full N_Sweet	Sweet_Full N
CC0718LS8R0718177187	71817	Root	CentralCity	7	18	Low N	S8	Rio	87	Sweet	Low N_Sweet	Sweet_Low N
CC0719FS4R0718177212	71817	Root	CentralCity	7	19	Full N	S4	Atlas	87	Sweet	Full N_Sweet	Sweet_Full N
CC0719LS4R0718177188	71817	Root	CentralCity	7	19	Low N	S4	Atlas	84	Sweet	Low N_Sweet	Sweet_Low N
CC0720FE9R0718177213	71817	Root	CentralCity	7	20	Full N	E9	PI229841	85	Energy	Full N_Energy	Energy_Full N
CC0720LE9R0718177189	71817	Root	CentralCity	7	20	Low N	E9	PI229841	88	Energy	Low N_Energy	Energy_Low N
CC0721FS6R0718177214	71817	Root	CentralCity	7	21	Full N	S6	ChineseAmber	81	Sweet	Full N_Sweet	Sweet_Full N
CC0722FE14R0718177215	71817	Root	CentralCity	7	22	Full N	E14	Grassl	80	Energy	Full N_Energy	Energy_Full N
CC0722LE14R0718177191	71817	Root	CentralCity	7	22	Low N	E14	Grassl	79	Energy	Low N_Energy	Energy_Low N
CC0723FE8R0718177216	71817	Root	CentralCity	7	23	Full N	E8	M81e	87	Energy	Full N_Energy	Energy_Full N
CC0723LE8R0718177192	71817	Root	CentralCity	7	23	Low N	E8	M81e	81	Energy	Low N_Energy	Energy_Low N
CC0724FE7R0718177217	71817	Root	CentralCity	7	24	Full N	E7	NTJ2	81	Energy	Full N_Energy	Energy_Full N
CC0724LE7R0718177193	71817	Root	CentralCity	7	24	Low N	E7	NTJ2	87	Energy	Low N_Energy	Energy_Low N
CC0801FG3R0718177218	71817	Root	CentralCity	8	1	Full N	G3	Btx642	82	Grain	Full N_Grain	Grain_Full N
CC0801LG3R0718177239	71817	Root	CentralCity	8	1	Low N	G3	Btx642	84	Grain	Low N_Grain	Grain_Low N
CC0802FG1R0718175919	71817	Root	CentralCity	8	2	Full N	G1	BTx623	86	Grain	Full N_Grain	Grain_Full N
CC0802LG1R0718175922	71817	Root	CentralCity	8	2	Low N	G1	BTx623	79	Grain	Low N_Grain	Grain_Low N
CC0803FS2R0718177219	71817	Root	CentralCity	8	3	Full N	S2	SanChiSan	79	Sweet	Full N_Sweet	Sweet_Full N
CC0803LS2R0718177240	71817	Root	CentralCity	8	3	Low N	S2	SanChiSan	79	Sweet	Low N_Sweet	Sweet_Low N
CC0804FE17R0718175920	71817	Root	CentralCity	8	4	Full N	E17	PI655972	83	Energy	Full N_Energy	Energy_Full N
CC0805FE10R0718177220	71817	Root	CentralCity	8	5	Full N	E10	PI297155	83	Energy	Full N_Energy	Energy_Full N
CC0805LE10R0718177241	71817	Root	CentralCity	8	5	Low N	E10	PI297155	85	Energy	Low N_Energy	Energy_Low N
CC0806FS10R0718178587	71817	Root	CentralCity	8	6	Full N	S10	China17	93	Sweet	Full N_Sweet	Sweet_Full N
CC0806LS10R0718177242	71817	Root	CentralCity	8	6	Low N	S10	China17	83	Sweet	Low N_Sweet	Sweet_Low N
CC0807FE9R0718177222	71817	Root	CentralCity	8	7	Full N	E9	PI229841	82	Energy	Full N_Energy	Energy_Full N
CC0807LE9R0718177243	71817	Root	CentralCity	8	7	Low N	E9	PI229841	81	Energy	Low N_Energy	Energy_Low N
CC0808FE18R0718177223	71817	Root	CentralCity	8	8	Full N	E18	PI510757	85	Energy	Full N_Energy	Energy_Full N
CC0809FS8R0718177224	71817	Root	CentralCity	8	9	Full N	S8	Rio	82	Sweet	Full N_Sweet	Sweet_Full N
CC0809LS8R0718177245	71817	Root	CentralCity	8	9	Low N	S8	Rio	82	Sweet	Low N_Sweet	Sweet_Low N
CC0810LE6R0718177246	71817	Root	CentralCity	8	10	Low N	E6	PI585954	86	Energy	Low N_Energy	Energy_Low N
CC0811FE8R0718177226	71817	Root	CentralCity	8	11	Full N	E8	M81e	88	Energy	Full N_Energy	Energy_Full N
CC0811LE8R0718177247	71817	Root	CentralCity	8	11	Low N	E8	M81e	81	Energy	Low N_Energy	Energy_Low N
CC0812FS6R0718177227	71817	Root	CentralCity	8	12	Full N	S6	ChineseAmber	87	Sweet	Full N_Sweet	Sweet_Full N
CC0812LS6R0718177248	71817	Root	CentralCity	8	12	Low N	S6	ChineseAmber	83	Sweet	Low N_Sweet	Sweet_Low N
CC0813FS4R0718177228	71817	Root	CentralCity	8	13	Full N	S4	Atlas	79	Sweet	Full N_Sweet	Sweet_Full N
CC0813LS4R0718177249	71817	Root	CentralCity	8	13	Low N	S4	Atlas	87	Sweet	Low N_Sweet	Sweet_Low N
CC0814FE5R0718177229	71817	Root	CentralCity	8	14	Full N	E5	PI35038	84	Energy	Full N_Energy	Energy_Full N
CC0814LE5R0718177250	71817	Root	CentralCity	8	14	Low N	E5	PI35038	88	Energy	Low N_Energy	Energy_Low N
CC0815FE1R0718177230	71817	Root	CentralCity	8	15	Full N	E1	PI329311	82	Energy	Full N_Energy	Energy_Full N
CC0815LE1R0718177251	71817	Root	CentralCity	8	15	Low N	E1	PI329311	85	Energy	Low N_Energy	Energy_Low N
CC0816FE15R0718177231	71817	Root	CentralCity	8	16	Full N	E15	PI152730	88	Energy	Full N_Energy	Energy_Full N
CC0816LE15R0718177252	71817	Root	CentralCity	8	16	Low N	E15	PI152730	84	Energy	Low N_Energy	Energy_Low N
CC0817FE7R0718177232	71817	Root	CentralCity	8	17	Full N	E7	NTJ2	81	Energy	Full N_Energy	Energy_Full N
CC0817LE7R0718177253	71817	Root	CentralCity	8	17	Low N	E7	NTJ2	85	Energy	Low N_Energy	Energy_Low N
CC0818FS3R0718177233	71817	Root	CentralCity	8	18	Full N	S3	ICSV700	81	Sweet	Full N_Sweet	Sweet_Full N
CC0818LS3R0718177254	71817	Root	CentralCity	8	18	Low N	S3	ICSV700	81	Sweet	Low N_Sweet	Sweet_Low N
CC0819FE11R0718177234	71817	Root	CentralCity	8	19	Full N	E11	PI506069	81	Energy	Full N_Energy	Energy_Full N
CC0819LE11R0718177255	71817	Root	CentralCity	8	19	Low N	E11	PI506069	82	Energy	Low N_Energy	Energy_Low N
CC0820FE4R0718177235	71817	Root	CentralCity	8	20	Full N	E4	PI329632	83	Energy	Full N_Energy	Energy_Full N
CC0820LE4R0718177256	71817	Root	CentralCity	8	20	Low N	E4	PI329632	80	Energy	Low N_Energy	Energy_Low N
CC0821FE14R0718175921	71817	Root	CentralCity	8	21	Full N	E14	Grassl	83	Energy	Full N_Energy	Energy_Full N
CC0821LE14R0718175924	71817	Root	CentralCity	8	21	Low N	E14	Grassl	79	Energy	Low N_Energy	Energy_Low N
CC0822FS5R0718177236	71817	Root	CentralCity	8	22	Full N	S5	Leoti	87	Sweet	Full N_Sweet	Sweet_Full N
CC0822LS5R0718177257	71817	Root	CentralCity	8	22	Low N	S5	Leoti	83	Sweet	Low N_Sweet	Sweet_Low N
CC0823FE13R0718177237	71817	Root	CentralCity	8	23	Full N	E13	PI297130	83	Energy	Full N_Energy	Energy_Full N
CC0824FE3R0718177238	71817	Root	CentralCity	8	24	Full N	E3	PI505735	80	Energy	Full N_Energy	Energy_Full N
CC0824LE3R0718177259	71817	Root	CentralCity	8	24	Low N	E3	PI505735	85	Energy	Low N_Energy	Energy_Low N
CC0101FG1S0718175376	71817	Soil Within Row	CentralCity	1	1	Full N	G1	BTx623	62	Grain	Full N_Grain	Grain_Full N
CC0101LG1S0718175373	71817	Soil Within Row	CentralCity	1	1	Low N	G1	BTx623	68	Grain	Low N_Grain	Grain_Low N
CC0103FS10S0718177755	71817	Soil Within Row	CentralCity	1	3	Full N	S10	China17	71	Sweet	Full N_Sweet	Sweet_Full N
CC0103LS10S0718177748	71817	Soil Within Row	CentralCity	1	3	Low N	S10	China17	74	Sweet	Low N_Sweet	Sweet_Low N
CC0104FE17S0718175377	71817	Soil Within Row	CentralCity	1	4	Full N	E17	PI655972	67	Energy	Full N_Energy	Energy_Full N
CC0104LE17S0718175374	71817	Soil Within Row	CentralCity	1	4	Low N	E17	PI655972	65	Energy	Low N_Energy	Energy_Low N
CC0105FS2S0718177756	71817	Soil Within Row	CentralCity	1	5	Full N	S2	SanChiSan	76	Sweet	Full N_Sweet	Sweet_Full N
CC0109FS5S0718177757	71817	Soil Within Row	CentralCity	1	9	Full N	S5	Leoti	72	Sweet	Full N_Sweet	Sweet_Full N
CC0109LS5S0718177750	71817	Soil Within Row	CentralCity	1	9	Low N	S5	Leoti	76	Sweet	Low N_Sweet	Sweet_Low N
CC0112LE4S0718177751	71817	Soil Within Row	CentralCity	1	12	Low N	E4	PI329632	73	Energy	Low N_Energy	Energy_Low N
CC0113FE14S0718175378	71817	Soil Within Row	CentralCity	1	13	Full N	E14	Grassl	62	Energy	Full N_Energy	Energy_Full N
CC0113LE14S0718175375	71817	Soil Within Row	CentralCity	1	13	Low N	E14	Grassl	65	Energy	Low N_Energy	Energy_Low N
CC0115FE6S0718177759	71817	Soil Within Row	CentralCity	1	15	Full N	E6	PI585954	74	Energy	Full N_Energy	Energy_Full N
CC0115LE6S0718177752	71817	Soil Within Row	CentralCity	1	15	Low N	E6	PI585954	77	Energy	Low N_Energy	Energy_Low N
CC0121FE11S0718177760	71817	Soil Within Row	CentralCity	1	21	Full N	E11	PI506069	74	Energy	Full N_Energy	Energy_Full N
CC0121LE11S0718177753	71817	Soil Within Row	CentralCity	1	21	Low N	E11	PI506069	77	Energy	Low N_Energy	Energy_Low N
CC0122FE9S0718177761	71817	Soil Within Row	CentralCity	1	22	Full N	E9	PI229841	77	Energy	Full N_Energy	Energy_Full N
CC0122LE9S0718177754	71817	Soil Within Row	CentralCity	1	22	Low N	E9	PI229841	76	Energy	Low N_Energy	Energy_Low N
CC0201FG1S0718175382	71817	Soil Within Row	CentralCity	2	1	Full N	G1	BTx623	68	Grain	Full N_Grain	Grain_Full N
CC0201LG1S0718175379	71817	Soil Within Row	CentralCity	2	1	Low N	G1	BTx623	67	Grain	Low N_Grain	Grain_Low N
CC0204FS2S0718176297	71817	Soil Within Row	CentralCity	2	4	Full N	S2	SanChiSan	73	Sweet	Full N_Sweet	Sweet_Full N
CC0205FE17S0718175383	71817	Soil Within Row	CentralCity	2	5	Full N	E17	PI655972	64	Energy	Full N_Energy	Energy_Full N
CC0205LE17S0718175380	71817	Soil Within Row	CentralCity	2	5	Low N	E17	PI655972	64	Energy	Low N_Energy	Energy_Low N
CC0206FS10S0718176298	71817	Soil Within Row	CentralCity	2	6	Full N	S10	China17	76	Sweet	Full N_Sweet	Sweet_Full N
CC0206LS10S0718177762	71817	Soil Within Row	CentralCity	2	6	Low N	S10	China17	77	Sweet	Low N_Sweet	Sweet_Low N
CC0208FE9S0718176299	71817	Soil Within Row	CentralCity	2	8	Full N	E9	PI229841	72	Energy	Full N_Energy	Energy_Full N
CC0208LE9S0718177763	71817	Soil Within Row	CentralCity	2	8	Low N	E9	PI229841	74	Energy	Low N_Energy	Energy_Low N
CC0212FE6S0718176300	71817	Soil Within Row	CentralCity	2	12	Full N	E6	PI585954	77	Energy	Full N_Energy	Energy_Full N
CC0212LE6S0718177764	71817	Soil Within Row	CentralCity	2	12	Low N	E6	PI585954	71	Energy	Low N_Energy	Energy_Low N
CC0216FE4S0718176301	71817	Soil Within Row	CentralCity	2	16	Full N	E4	PI329632	75	Energy	Full N_Energy	Energy_Full N
CC0216LE4S0718177765	71817	Soil Within Row	CentralCity	2	16	Low N	E4	PI329632	76	Energy	Low N_Energy	Energy_Low N
CC0220FE14S0718175384	71817	Soil Within Row	CentralCity	2	20	Full N	E14	Grassl	65	Energy	Full N_Energy	Energy_Full N
CC0220LE14S0718175381	71817	Soil Within Row	CentralCity	2	20	Low N	E14	Grassl	67	Energy	Low N_Energy	Energy_Low N
CC0222FE11S0718178578	71817	Soil Within Row	CentralCity	2	22	Full N	E11	PI506069	90	Energy	Full N_Energy	Energy_Full N
CC0222LE11S0718177766	71817	Soil Within Row	CentralCity	2	22	Low N	E11	PI506069	74	Energy	Low N_Energy	Energy_Low N
CC0224FS5S0718176303	71817	Soil Within Row	CentralCity	2	24	Full N	S5	Leoti	78	Sweet	Full N_Sweet	Sweet_Full N
CC0224LS5S0718177767	71817	Soil Within Row	CentralCity	2	24	Low N	S5	Leoti	70	Sweet	Low N_Sweet	Sweet_Low N
CC0301FG1S0718175385	71817	Soil Within Row	CentralCity	3	1	Full N	G1	BTx623	64	Grain	Full N_Grain	Grain_Full N
CC0301LG1S0718175388	71817	Soil Within Row	CentralCity	3	1	Low N	G1	BTx623	67	Grain	Low N_Grain	Grain_Low N
CC0303FE17S0718175386	71817	Soil Within Row	CentralCity	3	3	Full N	E17	PI655972	65	Energy	Full N_Energy	Energy_Full N
CC0303LE17S0718175389	71817	Soil Within Row	CentralCity	3	3	Low N	E17	PI655972	66	Energy	Low N_Energy	Energy_Low N
CC0304FS10S0718176304	71817	Soil Within Row	CentralCity	3	4	Full N	S10	China17	72	Sweet	Full N_Sweet	Sweet_Full N
CC0304LS10S0718176311	71817	Soil Within Row	CentralCity	3	4	Low N	S10	China17	78	Sweet	Low N_Sweet	Sweet_Low N
CC0305FS2S0718176305	71817	Soil Within Row	CentralCity	3	5	Full N	S2	SanChiSan	76	Sweet	Full N_Sweet	Sweet_Full N
CC0308FE9S0718176306	71817	Soil Within Row	CentralCity	3	8	Full N	E9	PI229841	76	Energy	Full N_Energy	Energy_Full N
CC0308LE9S0718176313	71817	Soil Within Row	CentralCity	3	8	Low N	E9	PI229841	72	Energy	Low N_Energy	Energy_Low N
CC0311FE14S0718175387	71817	Soil Within Row	CentralCity	3	11	Full N	E14	Grassl	66	Energy	Full N_Energy	Energy_Full N
CC0311LE14S0718175390	71817	Soil Within Row	CentralCity	3	11	Low N	E14	Grassl	63	Energy	Low N_Energy	Energy_Low N
CC0312FS5S0718176307	71817	Soil Within Row	CentralCity	3	12	Full N	S5	Leoti	76	Sweet	Full N_Sweet	Sweet_Full N
CC0312LS5S0718176314	71817	Soil Within Row	CentralCity	3	12	Low N	S5	Leoti	76	Sweet	Low N_Sweet	Sweet_Low N
CC0313LE11S0718176315	71817	Soil Within Row	CentralCity	3	13	Low N	E11	PI506069	74	Energy	Low N_Energy	Energy_Low N
CC0315FE4S0718176309	71817	Soil Within Row	CentralCity	3	15	Full N	E4	PI329632	71	Energy	Full N_Energy	Energy_Full N
CC0315LE4S0718176316	71817	Soil Within Row	CentralCity	3	15	Low N	E4	PI329632	78	Energy	Low N_Energy	Energy_Low N
CC0322FE6S0718176310	71817	Soil Within Row	CentralCity	3	22	Full N	E6	PI585954	73	Energy	Full N_Energy	Energy_Full N
CC0322LE6S0718176317	71817	Soil Within Row	CentralCity	3	22	Low N	E6	PI585954	77	Energy	Low N_Energy	Energy_Low N
CC0402FG1S0718176328	71817	Soil Within Row	CentralCity	4	2	Full N	G1	BTx623	73	Grain	Full N_Grain	Grain_Full N
CC0402LG1S0718176318	71817	Soil Within Row	CentralCity	4	2	Low N	G1	BTx623	72	Grain	Low N_Grain	Grain_Low N
CC0403FE17S0718176329	71817	Soil Within Row	CentralCity	4	3	Full N	E17	PI655972	70	Energy	Full N_Energy	Energy_Full N
CC0403LE17S0718176319	71817	Soil Within Row	CentralCity	4	3	Low N	E17	PI655972	75	Energy	Low N_Energy	Energy_Low N
CC0405FS10S0718176330	71817	Soil Within Row	CentralCity	4	5	Full N	S10	China17	71	Sweet	Full N_Sweet	Sweet_Full N
CC0405LS10S0718176320	71817	Soil Within Row	CentralCity	4	5	Low N	S10	China17	78	Sweet	Low N_Sweet	Sweet_Low N
CC0406FS2S0718176331	71817	Soil Within Row	CentralCity	4	6	Full N	S2	SanChiSan	72	Sweet	Full N_Sweet	Sweet_Full N
CC0406LS2S0718176321	71817	Soil Within Row	CentralCity	4	6	Low N	S2	SanChiSan	76	Sweet	Low N_Sweet	Sweet_Low N
CC0410FS5S0718176332	71817	Soil Within Row	CentralCity	4	10	Full N	S5	Leoti	70	Sweet	Full N_Sweet	Sweet_Full N
CC0410LS5S0718176322	71817	Soil Within Row	CentralCity	4	10	Low N	S5	Leoti	75	Sweet	Low N_Sweet	Sweet_Low N
CC0413FE6S0718176333	71817	Soil Within Row	CentralCity	4	13	Full N	E6	PI585954	75	Energy	Full N_Energy	Energy_Full N
CC0413LE6S0718176323	71817	Soil Within Row	CentralCity	4	13	Low N	E6	PI585954	76	Energy	Low N_Energy	Energy_Low N
CC0416FE4S0718176334	71817	Soil Within Row	CentralCity	4	16	Full N	E4	PI329632	74	Energy	Full N_Energy	Energy_Full N
CC0416LE4S0718176324	71817	Soil Within Row	CentralCity	4	16	Low N	E4	PI329632	74	Energy	Low N_Energy	Energy_Low N
CC0417FE9S0718176335	71817	Soil Within Row	CentralCity	4	17	Full N	E9	PI229841	70	Energy	Full N_Energy	Energy_Full N
CC0417LE9S0718176325	71817	Soil Within Row	CentralCity	4	17	Low N	E9	PI229841	72	Energy	Low N_Energy	Energy_Low N
CC0422FE14S0718176336	71817	Soil Within Row	CentralCity	4	22	Full N	E14	Grassl	72	Energy	Full N_Energy	Energy_Full N
CC0422LE14S0718176326	71817	Soil Within Row	CentralCity	4	22	Low N	E14	Grassl	78	Energy	Low N_Energy	Energy_Low N
CC0424FE11S0718176337	71817	Soil Within Row	CentralCity	4	24	Full N	E11	PI506069	76	Energy	Full N_Energy	Energy_Full N
CC0424LE11S0718176327	71817	Soil Within Row	CentralCity	4	24	Low N	E11	PI506069	76	Energy	Low N_Energy	Energy_Low N
CC0501FG1S0718175391	71817	Soil Within Row	CentralCity	5	1	Full N	G1	BTx623	63	Grain	Full N_Grain	Grain_Full N
CC0501LG1S0718175394	71817	Soil Within Row	CentralCity	5	1	Low N	G1	BTx623	69	Grain	Low N_Grain	Grain_Low N
CC0503FS2S0718176338	71817	Soil Within Row	CentralCity	5	3	Full N	S2	SanChiSan	74	Sweet	Full N_Sweet	Sweet_Full N
CC0503LS2S0718176345	71817	Soil Within Row	CentralCity	5	3	Low N	S2	SanChiSan	70	Sweet	Low N_Sweet	Sweet_Low N
CC0504FS10S0718176339	71817	Soil Within Row	CentralCity	5	4	Full N	S10	China17	73	Sweet	Full N_Sweet	Sweet_Full N
CC0504LS10S0718176346	71817	Soil Within Row	CentralCity	5	4	Low N	S10	China17	78	Sweet	Low N_Sweet	Sweet_Low N
CC0505FE17S0718175392	71817	Soil Within Row	CentralCity	5	5	Full N	E17	PI655972	69	Energy	Full N_Energy	Energy_Full N
CC0505LE17S0718175395	71817	Soil Within Row	CentralCity	5	5	Low N	E17	PI655972	62	Energy	Low N_Energy	Energy_Low N
CC0509FE4S0718176340	71817	Soil Within Row	CentralCity	5	9	Full N	E4	PI329632	73	Energy	Full N_Energy	Energy_Full N
CC0509LE4S0718176347	71817	Soil Within Row	CentralCity	5	9	Low N	E4	PI329632	70	Energy	Low N_Energy	Energy_Low N
CC0510LE9S0718176348	71817	Soil Within Row	CentralCity	5	10	Low N	E9	PI229841	77	Energy	Low N_Energy	Energy_Low N
CC0512FE14S0718175393	71817	Soil Within Row	CentralCity	5	12	Full N	E14	Grassl	62	Energy	Full N_Energy	Energy_Full N
CC0512LE14S0718175396	71817	Soil Within Row	CentralCity	5	12	Low N	E14	Grassl	63	Energy	Low N_Energy	Energy_Low N
